error_category,example_id,post_text,label,majority_prediction,naive_bayes_prediction,logistic_regression_prediction,bertweet_prediction,majority_correct,naive_bayes_correct,logistic_regression_correct,bertweet_correct,manual_error_type,manual_note,report_use
false_positives_bertweet,10707,RT @clarkegriffine: look at them!! https://t.co/cALOZT5TnU,0,0,0,0,1,True,True,True,False,retweet/link context false positive,"The post depends on external context or retweeted content, which can confuse the model.",Use as limitation for noisy Twitter format.
false_positives_bertweet,11495,RT @AdelaideKane: Catching my cat skulking around weird places in my apartment is the best part of my day 😺,0,0,1,1,1,True,False,False,False,positive/fandom content misclassified,"The tweet is positive or fandom-related, but the model over-predicted depression.",Use to show BERTweet sometimes overreacts to social-media affect/context.
false_positives_bertweet,14330,RT @HamillHimself: no words #Devastated https://t.co/R9Xo7IBKmh,0,0,0,0,1,True,True,True,False,non-depression sadness/support mistaken as depression,"The tweet contains concern, grief, or sadness language but is not labeled depression-related.",Use as false-positive example: general sadness/support is not always depression.
false_positives_bertweet,17385,@calcalhughes she's deleted the post. But she's got like two weeks left of work after being on leave for 2,0,0,0,0,1,True,True,True,False,slang/profanity/humor false positive,Informal or sarcastic wording appears emotionally intense but is not labeled depression-related.,Use as false-positive example for slang and humor.
false_positives_bertweet,17863,"#24DetailsOfZayn
- his vocals
- his sexyness
- his music 
- his charisma
- his smile
- his eyes
- his hair
;)",0,0,0,0,1,True,True,True,False,positive/fandom content misclassified,"The tweet is positive or fandom-related, but the model over-predicted depression.",Use to show BERTweet sometimes overreacts to social-media affect/context.
false_positives_bertweet,16541,I showed my parents the Jamal pic. They said (much to everyone's disappointments) that he was wearing a small red towel to cover his weewee.,0,0,0,0,1,True,True,True,False,non-depression sadness/support mistaken as depression,"The tweet contains concern, grief, or sadness language but is not labeled depression-related.",Use as false-positive example: general sadness/support is not always depression.
false_positives_bertweet,16852,@_ahmadqushairi yeah. I guess I'll try that.,0,0,1,1,1,True,False,False,False,slang/profanity/humor false positive,Informal or sarcastic wording appears emotionally intense but is not labeled depression-related.,Use as false-positive example for slang and humor.
false_positives_bertweet,10454,"RT @somerposey: there are so many reasons why I admire Tyler Posey and I think the way he opens his heart and encourages us, is one of them…",0,0,0,0,1,True,True,True,False,retweet/link context false positive,"The post depends on external context or retweeted content, which can confuse the model.",Use as limitation for noisy Twitter format.
false_positives_bertweet,10575,"RT @slitherswift: ""Taylor Swift can't sing"" https://t.co/Gz4Xh9Ljsc",0,0,0,0,1,True,True,True,False,retweet/link context false positive,"The post depends on external context or retweeted content, which can confuse the model.",Use as limitation for noisy Twitter format.
false_positives_bertweet,15622,@fumeelee @ZoologiMY it died,0,0,0,0,1,True,True,True,False,non-depression sadness/support mistaken as depression,"The tweet contains concern, grief, or sadness language but is not labeled depression-related.",Use as false-positive example: general sadness/support is not always depression.
false_positives_bertweet,14612,What's good at taco bell — I'm not a food critic  https://t.co/BseO0lLbRo,0,0,0,0,1,True,True,True,False,slang/profanity/humor false positive,Informal or sarcastic wording appears emotionally intense but is not labeled depression-related.,Use as false-positive example for slang and humor.
false_positives_bertweet,14494,Everything I'm not made me everything I am,0,0,0,0,1,True,True,True,False,ambiguous neutral post misclassified as depression,"The tweet is short or context-dependent, so the model inferred distress without enough evidence.",Use as general false-positive example.
false_positives_bertweet,10514,23 DAYS TILL RIVERDALE YALL,0,0,0,0,1,True,True,True,False,ambiguous neutral post misclassified as depression,"The tweet is short or context-dependent, so the model inferred distress without enough evidence.",Use as general false-positive example.
false_positives_bertweet,17674,Juuuuuumad? @saveahoejoe https://t.co/SrjOAgMzyd,0,0,0,0,1,True,True,True,False,slang/profanity/humor false positive,Informal or sarcastic wording appears emotionally intense but is not labeled depression-related.,Use as false-positive example for slang and humor.
false_positives_bertweet,16764,@anthraxxxx how do you manage? 😢,0,0,1,1,1,True,False,False,False,non-depression sadness/support mistaken as depression,"The tweet contains concern, grief, or sadness language but is not labeled depression-related.",Use as false-positive example: general sadness/support is not always depression.
false_positives_bertweet,14243,3 POINT GANE!!,0,0,0,1,1,True,True,False,False,ambiguous neutral post misclassified as depression,"The tweet is short or context-dependent, so the model inferred distress without enough evidence.",Use as general false-positive example.
false_positives_bertweet,14621,"I need that reciprocated love, no more snake fake love 🙅🏽‍♂️",0,0,0,0,1,True,True,True,False,positive/fandom content misclassified,"The tweet is positive or fandom-related, but the model over-predicted depression.",Use to show BERTweet sometimes overreacts to social-media affect/context.
false_positives_bertweet,17473,Californication is a solid Tele show,0,0,0,0,1,True,True,True,False,ambiguous neutral post misclassified as depression,"The tweet is short or context-dependent, so the model inferred distress without enough evidence.",Use as general false-positive example.
false_positives_bertweet,17479,@shakakans nah definitely can be. Options are 3/4/8%,0,0,1,0,1,True,False,True,False,ambiguous neutral post misclassified as depression,"The tweet is short or context-dependent, so the model inferred distress without enough evidence.",Use as general false-positive example.
false_positives_bertweet,16371,"RT @MEETtheBatman: @Azfarovski yeah it calls you ""hoe""",0,0,0,0,1,True,True,True,False,slang/profanity/humor false positive,Informal or sarcastic wording appears emotionally intense but is not labeled depression-related.,Use as false-positive example for slang and humor.
false_positives_bertweet,11072,RT @WildpipM: @HugsForBob @beyondblue this is truly amazing and so wonderful. Thank you for your support and support of a worthy cause. Muc…,0,0,0,1,1,True,True,False,False,non-depression sadness/support mistaken as depression,"The tweet contains concern, grief, or sadness language but is not labeled depression-related.",Use as false-positive example: general sadness/support is not always depression.
false_positives_bertweet,17843,@JCxAlways I'm bot exactly sure curry will help though! 😂,0,0,0,0,1,True,True,True,False,slang/profanity/humor false positive,Informal or sarcastic wording appears emotionally intense but is not labeled depression-related.,Use as false-positive example for slang and humor.
false_positives_bertweet,14795,@tariqhilmi smaaaart,0,0,0,0,1,True,True,True,False,ambiguous neutral post misclassified as depression,"The tweet is short or context-dependent, so the model inferred distress without enough evidence.",Use as general false-positive example.
false_negatives_bertweet,979,"RT @jeyyounit11: Retweet for a DM 💜 
Like for magic 🌈 https://t.co/KGj7jnzkPC",1,0,1,0,0,False,True,False,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,8060,"RT @HistoryInPics: A young Kevin Spacey, 1980s http://t.co/C6a2V08QT2",1,0,1,1,0,False,True,True,False,missing visual/context from URL-heavy post,BERTweet likely lacked information because the tweet depends on a link/image rather than text alone.,Use as limitation: text-only models struggle when meaning is carried by media/links.
false_negatives_bertweet,3862,"RT @SajTheOne: Intelligent people tend to have less friends than the average person. 
The smarter you are, the more selective you become.",1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,8827,@MissLusyd not to mention most likely fatal. HEYO.,1,0,1,1,0,False,True,True,False,subtle negative affect without explicit depression terms,The post has mild or indirect negative language but not enough explicit depressive signal.,Use as false-negative example for subtle distress.
false_negatives_bertweet,4292,"@CosmicLin ""fukc you"" - socmic lin",1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,4650,@aartorias VERY HAPPY FOR YOU!!!!!,1,0,1,1,0,False,True,True,False,positive wording despite positive-class label,"The post reads positive/neutral in text, so the model predicted non-depression.",Use as possible label-noise or annotation-ambiguity example.
false_negatives_bertweet,120,Hear hear  https://t.co/qWjDXE8Eww,1,0,1,0,0,False,True,False,False,missing visual/context from URL-heavy post,BERTweet likely lacked information because the tweet depends on a link/image rather than text alone.,Use as limitation: text-only models struggle when meaning is carried by media/links.
false_negatives_bertweet,7600,@Noiles New Beginning! I love it!,1,0,1,1,0,False,True,True,False,positive wording despite positive-class label,"The post reads positive/neutral in text, so the model predicted non-depression.",Use as possible label-noise or annotation-ambiguity example.
false_negatives_bertweet,7933,Sometimes it's hard not to take things personally.,1,0,1,1,0,False,True,True,False,subtle negative affect without explicit depression terms,The post has mild or indirect negative language but not enough explicit depressive signal.,Use as false-negative example for subtle distress.
false_negatives_bertweet,4608,"@Homubun the bottom part looks like a calender though, dunno if it's part of the production note or not",1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,7430,"And when did it become okay for one person to be the boss of everybody, huh? Because that's not what Rome is about!",1,0,1,1,0,False,True,True,False,topic/context mismatch or dataset noise,The post looks like entertainment/sports/general conversation rather than depression-related language.,Use carefully as possible dataset noise.
false_negatives_bertweet,4218,@maidotsuki damnit I fell for your bait,1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,9743,I am: Terry Durden,1,0,1,0,0,False,True,False,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,5901,Andreas🍧🍉🍓 http://t.co/Agb1TG8Gl1,1,0,1,1,0,False,True,True,False,missing visual/context from URL-heavy post,BERTweet likely lacked information because the tweet depends on a link/image rather than text alone.,Use as limitation: text-only models struggle when meaning is carried by media/links.
false_negatives_bertweet,8565,"The chronicles of @doodle_thebug, tacky extortionist will continue in a few minutes.",1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,9341,"RT @ArmorOGod: Everyone should b quick 2 listen, slow 2 speak &amp; slow 2 become angry, 4 man's anger doesn't bring about the righteous life t…",1,0,1,1,0,False,True,True,False,subtle negative affect without explicit depression terms,The post has mild or indirect negative language but not enough explicit depressive signal.,Use as false-negative example for subtle distress.
false_negatives_bertweet,8245,@5SOS__HELP probably. They're always late,1,0,1,1,0,False,True,True,False,subtle negative affect without explicit depression terms,The post has mild or indirect negative language but not enough explicit depressive signal.,Use as false-negative example for subtle distress.
false_negatives_bertweet,8864,my sister says she's gonna dress everyone like that.  https://t.co/tlv5GfV9nY,1,0,1,0,0,False,True,False,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,8969,@azarkansero like I said. Not really impressive.,1,0,1,1,0,False,True,True,False,subtle negative affect without explicit depression terms,The post has mild or indirect negative language but not enough explicit depressive signal.,Use as false-negative example for subtle distress.
false_negatives_bertweet,8639,I will explain. We would not make any money off a low transaction because the bank fees are too damn high.,1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,4112,@CosmicLin and the other one?,1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,3718,And another $150! My niggas.,1,0,1,1,0,False,True,True,False,ambiguous or context-dependent positive-class example,"The label is positive, but the tweet text alone does not clearly show depression-related language.",Use as ambiguity/noise limitation.
false_negatives_bertweet,9001,"But my dad INSISTS we watch the prequels because ""we must prepare"".",1,0,0,0,0,False,False,False,False,topic/context mismatch or dataset noise,The post looks like entertainment/sports/general conversation rather than depression-related language.,Use carefully as possible dataset noise.
false_negatives_bertweet,7432,What's so great about Caesar? Hm?,1,0,1,1,0,False,True,True,False,topic/context mismatch or dataset noise,The post looks like entertainment/sports/general conversation rather than depression-related language.,Use carefully as possible dataset noise.
false_negatives_bertweet,9450,@Panthers if you guys need a DE lemme know.,1,0,1,1,0,False,True,True,False,topic/context mismatch or dataset noise,The post looks like entertainment/sports/general conversation rather than depression-related language.,Use carefully as possible dataset noise.
